food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Cabbage kheer (Pattagobhi ki kheer),0.8351,0.0287,0.0973,0.038,0.0051,0.0928,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Carrot kheer (Gajar ki kheer),0.8535,0.0281,0.1009,0.0385,0.0073,0.0963,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cauliflower kheer (Phoolgobhi ki kheer),0.8195,0.0304,0.0878,0.0395,0.0055,0.0849,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Moong dal kheer,0.7716,0.0295,0.0989,0.0297,0.004,0.0792,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Phirni,1.1612,0.0349,0.1611,0.0434,0.0036,0.1079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Semolina halwa (Suji ka halwa),2.2565,0.0216,0.2467,0.1338,0.0186,0.1398,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Shahi suji halwa,3.8234,0.0348,0.4444,0.2173,0.0296,0.2721,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Carrot halwa (Gajar ka halwa),1.7264,0.0311,0.1853,0.0973,0.0265,0.1685,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Egg halwa (Ande ka halwa),2.9974,0.0785,0.3959,0.1341,0.0049,0.3785,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato halwa (Aloo ka halwa),1.5166,0.0153,0.2918,0.0348,0.0164,0.1742,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pumpkin halwa (Kaddu ka halwa),1.9027,0.0133,0.276,0.0881,0.0297,0.2664,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Moong dal halwa,3.498,0.0835,0.4023,0.1768,0.0265,0.2559,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Caramel custard (steamed),1.2158,0.0497,0.1502,0.0487,0,0.1498,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Baked custard,1.0653,0.0541,0.0945,0.053,0,0.0942,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Soft Custard (stirred),1.0918,0.0501,0.1119,0.0507,0,0.1115,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate ice cream,1.777,0.0447,0.1541,0.1125,0,0.1533,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mango ice cream,1.2569,0.034,0.1114,0.0762,0.0052,0.1101,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fruit Ice cream (Phalon ka Ice cream),1.7146,0.0437,0.1605,0.1038,0.0033,0.1403,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Caramel ice cream,1.7352,0.0431,0.1481,0.1115,0.0008,0.1452,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Lemon souffle,1.6851,0.0695,0.1343,0.1002,0,0.1167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Orange souffle,1.6828,0.068,0.142,0.0973,0.0022,0.1231,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vanilla souffle,1.8785,0.0771,0.1478,0.1119,0,0.1286,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate souffle,1.8932,0.0788,0.1474,0.1136,0,0.1269,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pineapple souffle ,1.9614,0.0806,0.1552,0.1172,0,0.1345,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Apple mousse,1.0692,0.0421,0.1277,0.0427,0.016,0.1056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rich chocolate mousse,1.8826,0.0796,0.1084,0.1219,0,0.103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mango mousse,1.2498,0.0321,0.0914,0.0847,0.0088,0.0889,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Orange and pineapple cream,1.0118,0.0144,0.1196,0.0543,0.0103,0.1137,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Charlotte rousse,1.8829,0.0395,0.3408,0.0478,0.0101,0.2048,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Triffle pudding,1.1697,0.0293,0.1824,0.0393,0.0012,0.1389,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Snow flakes pudding,0.9521,0.0467,0.0807,0.0497,0.0003,0.0801,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Kulfi,0.9843,0.0321,0.113,0.047,0.0012,0.1039,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Steamed orange pudding,2.7803,0.0234,0.4153,0.1204,0.0058,0.2653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Meringue and rice pudding,1.1293,0.0484,0.146,0.0405,0.0017,0.1087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese pudding,2.8501,0.1129,0.1927,0.1837,0.0005,0.1863,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate pudding,2.1196,0.0355,0.2959,0.0948,0.0053,0.2068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bread and butter pudding ,1.6794,0.0559,0.1963,0.0788,0.0098,0.1184,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Queen of pudding,1.3292,0.0551,0.1635,0.0538,0.0027,0.1177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pineapple upside down pudding,2.5773,0.0315,0.3573,0.1191,0.008,0.2216,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Date and nut pie,3.2242,0.0393,0.4686,0.1331,0.0413,0.3118,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stewed apple with custard,0.9287,0.0127,0.1836,0.0182,0.0101,0.1546,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Apple snowballs,1.0151,0.0086,0.2458,0.0031,0.0125,0.194,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hot orange souffle,1.7997,0.0687,0.1877,0.0895,0.0029,0.1493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hot chocolate souffle,2.2609,0.067,0.2621,0.111,0.0012,0.2288,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hot vanilla souffle,1.9293,0.0687,0.2177,0.0907,0.0013,0.1817,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Plain burfi (Burfi),4.0832,0.0982,0.3088,0.2796,0.0017,0.3043,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Coconut burfi (Nariyal ki burfi),4.6764,0.0881,0.3215,0.3463,0.035,0.315,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bottle gourd burfi (Ghiya/Lauki burfi),2.7596,0.0586,0.2451,0.1768,0.0073,0.2392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate burfi,3.3933,0.13,0.3315,0.1786,0,0.3238,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cashewnut burfi (Kaju burfi/Kaju katli),4.2174,0.0548,0.3792,0.2846,0.0112,0.3143,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gram flour burfi (Besan burfi),4.2179,0.1119,0.4659,0.2241,0.0341,0.2844,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),4.2871,0.0671,0.5286,0.2186,0.0468,0.3328,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),4.6443,0.0568,0.509,0.2703,0.0669,0.2732,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gram flour ladoo (Besan ladoo),4.7691,0.0893,0.6261,0.2276,0.0443,0.3776,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sesame ladoo (Til ke ladoo),3.9696,0.107,0.435,0.1964,0.0772,0.3863,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chenna murki,2.5269,0.1046,0.3601,0.082,0,0.3555,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Milk cake,1.2741,0.0301,0.0913,0.0893,0.0006,0.089,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Ghujia/Lavang latika,7.6898,0.0186,0.13,0.7893,0.0052,0.0608,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gulab Jamun with khoya,5.8606,0.0203,0.2609,0.5323,0.0007,0.2412,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mal pua,5.6668,0.0171,0.1756,0.5464,0.0062,0.1177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Shahi tukre,1.8981,0.0276,0.4146,0.0254,0.0051,0.347,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato pakora/pakoda (Aloo pakoda),6.7719,0.019,0.0604,0.7184,0.0103,0.0022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Onion pakora/pakoda (Pyaaz ke pakode),6.7461,0.019,0.0541,0.7184,0.0111,0.0088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cauliflower pakora/pakoda (Phoolgobhi ke pakode),6.7163,0.0198,0.0452,0.7186,0.0126,0.0023,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mixed vegetable pakora/pakoda,6.7381,0.0194,0.0512,0.7186,0.0113,0.0038,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach pakora/pakoda (Palak pakoda),7.1262,0.0196,0.0468,0.7638,0.0102,0.002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Methi pakora/pakoda (Methi ke pakode),7.1325,0.0206,0.0468,0.7639,0.0118,0.0025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Egg pakora/pakoda (Ande ke pakode),7.1051,0.0283,0.0448,0.7586,0.0086,0.0019,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bread pakora/pakoda,7.1099,0.0257,0.0887,0.742,0.0111,0.0046,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer pakora/pakoda,7.1812,0.0327,0.0552,0.7605,0.0089,0.0108,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato bonda (Aloo bonda),6.3284,0.0109,0.0453,0.678,0.0083,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato samosa (Aloo ka samosa),5.7739,0.0171,0.0921,0.5919,0.0119,0.0029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Minced meat samosa (Keema ka samosa),6.2099,0.0443,0.0614,0.6426,0.0039,0.005,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer and pea samosa (Paneer matar ka samosa),6.2381,0.0402,0.0855,0.6365,0.0102,0.0169,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mathri,8.0512,0.0175,0.1232,0.831,0.006,0.0029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Khasta kachori,7.1273,0.0251,0.1281,0.7227,0.0097,0.0034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable cutlet,6.6545,0.0125,0.0468,0.7133,0.0093,0.0035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),7.0171,0.0176,0.0739,0.7389,0.0086,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peanut cutlet (Mungfali ke cutlet),6.9877,0.0263,0.0568,0.74,0.0121,0.0051,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fish cutlet (Machli ka cutlet),6.5464,0.0277,0.0313,0.7011,0.0054,0.0029,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Paneer potato cutlet (Paneer aloo cutlet),6.7294,0.0247,0.0523,0.714,0.0041,0.0102,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach chickpeas cutlet (Palak channa dal cutlet),6.8803,0.0144,0.0493,0.736,0.0093,0.0016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese toast,7.8537,0.0198,0.0549,0.8411,0.0031,0.0053,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable burger,5.1993,0.0326,0.1369,0.5063,0.017,0.0188,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese pizza,2.495,0.0579,0.3062,0.1243,0.0195,0.0342,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable seekh kebab,6.9073,0.0157,0.0532,0.7372,0.0059,0.0074,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Masala vada,8.2602,0.0169,0.0406,0.8915,0.0107,0.0024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peanut sago vada (Sabudana mungfali vada),7.4989,0.0101,0.0714,0.7982,0.0062,0.0019,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegeterian scotch egg,6.8167,0.0216,0.0464,0.7277,0.0058,0.0023,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer shaslik/tikka,0.9385,0.0511,0.0798,0.0449,0.0123,0.0461,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peanut brittle (Moongfali ki chikki),3.2046,0.0694,0.4746,0.1113,0.0263,0.4392,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spring roll,6.2387,0.0181,0.0856,0.6463,0.0067,0.006,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dry mango chutney (Sookhe aam ki chutney),2.9813,0.0243,0.6917,0.007,0.0374,0.6186,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peanut chutney (Mungfali ki chutney),2.5837,0.118,0.0987,0.1906,0.0573,0.0276,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Coconut chutney (Nariyal ki chutney),2.6592,0.0359,0.0829,0.25,0.0673,0.0379,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mint and coriander chutney (Pudinay aur dhaniye ki chutney),1.026,0.0281,0.2118,0.0051,0.0433,0.1588,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Custard tart,2.256,0.0372,0.2866,0.1073,0.0091,0.0931,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Lemon tart,3.0335,0.0612,0.3068,0.1745,0.0081,0.1068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Jam tart,3.6072,0.0442,0.4618,0.1735,0.0114,0.1474,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Orange cream tart,1.9716,0.0258,0.2743,0.0872,0.0064,0.1008,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pineapple tart,1.954,0.0229,0.2862,0.0821,0.0087,0.1109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese and mushroom tart,2.461,0.0551,0.2143,0.1528,0.0118,0.0316,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cottage cheese pie,2.3898,0.0745,0.2066,0.1383,0.0221,0.0362,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Minced meat pie,2.2155,0.0738,0.1811,0.1304,0.0233,0.0142,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Apple cinnamon pie,2.5873,0.0335,0.3368,0.1221,0.0177,0.1195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Lemon meringue pie,2.2443,0.0388,0.3511,0.0816,0.0044,0.2117,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate meringue pie,2.1476,0.0498,0.288,0.0917,0.0037,0.1503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cream puffs,2.2133,0.047,0.16,0.1548,0.0038,0.0594,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate eclairs,2.3942,0.0424,0.2622,0.135,0.0033,0.1734,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese balls,6.8128,0.0221,0.0481,0.7257,0.0018,0.0063,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Minced meat patties,2.6572,0.0688,0.1525,0.1957,0.0077,0.0088,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese patties,3.2401,0.0738,0.2223,0.2267,0.0124,0.0393,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hot cheese souffle,1.771,0.0918,0.0541,0.1323,0.0012,0.0291,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hot potato souffle,1.2564,0.0551,0.0856,0.0764,0.0066,0.0178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hot fish souffle,1.4292,0.1123,0.0369,0.0924,0.001,0.0168,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Hot spinach souffle,1.0425,0.0543,0.0419,0.0724,0.0099,0.0164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Plain cream cake,3.5394,0.0618,0.4718,0.1617,0.0071,0.2774,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Apple cake (Seb ka cake),2.9008,0.0494,0.3948,0.1287,0.0122,0.2352,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Marble cake,3.5411,0.063,0.4688,0.1627,0.0071,0.2756,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate cake,3.3561,0.0601,0.4514,0.1518,0.0064,0.2758,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Orange cake,3.5761,0.061,0.4828,0.1621,0.0083,0.2838,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fruit Loaf ,3.2419,0.0536,0.4649,0.1331,0.0087,0.2454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Banana cake (Kele ka cake),3.8951,0.0577,0.4,0.2331,0.0114,0.2304,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate chiffon cake,3.1171,0.0576,0.3787,0.158,0.007,0.2425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Christmas cake,3.7295,0.0549,0.4829,0.1688,0.0149,0.2745,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Strawberry and vanilla cake with butter icing,3.7054,0.0389,0.4425,0.2039,0.0079,0.3243,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Eggless cake,3.1808,0.0812,0.4614,0.1175,0.0068,0.277,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Swiss roll,2.5187,0.073,0.4834,0.0377,0.0055,0.3296,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pineapple pastry ,2.0821,0.0606,0.2904,0.0787,0.0072,0.1883,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
