food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Urad sabut special,0.7939,0.0233,0.0503,0.0546,0.0215,0.0086,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Kabuli channa curry,0.6857,0.0292,0.0763,0.0306,0.0112,0.0124,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Besan gatte curry,1.8938,0.0775,0.1626,0.1072,0.0325,0.045,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dry masala chops,1.3507,0.0908,0.033,0.0954,0.0086,0.0227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mutton korma,1.1564,0.0709,0.0253,0.0854,0.0078,0.0164,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Shahi keema kofta curry,4.1813,0.0414,0.0173,0.4383,0.0091,0.0078,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Minced meat ball curry,1.0979,0.0682,0.0286,0.0785,0.0149,0.0127,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Boti kebab,1.3286,0.0922,0.0306,0.0927,0.0076,0.0209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mutton seekh kebab,1.3394,0.1125,0.0311,0.0843,0.0188,0.014,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Indian lamb and egg curry (Nargisi kofta),3.3575,0.0384,0.0207,0.347,0.006,0.0075,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Soya chunks sweet and sour (Nutrinugget sweet and sour),5.0094,0.0285,0.0327,0.5599,0.0086,0.011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords
Soya chunks korma (Nutrinugget korma),1.3143,0.0386,0.0767,0.095,0.0257,0.0466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords
Mushroom matar,0.7077,0.0279,0.0533,0.0411,0.0313,0.0139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Soya chunks and peas (Nutrinugget matar),0.8262,0.0303,0.0582,0.0511,0.0286,0.0164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable yakhni,4.0606,0.0118,0.0194,0.438,0.0061,0.0144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach mushroom (Palak mushroom),0.4763,0.0194,0.0295,0.0296,0.0227,0.01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetarian nargisi kofta curry,3.3215,0.0229,0.0658,0.3294,0.0086,0.0165,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Roast chicken,1.999,0.2049,0.001,0.1306,0.0003,0.0005,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Shahi chicken masala,1.637,0.0982,0.0407,0.1202,0.0096,0.0286,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Tomato chicken,1.1168,0.1057,0.0213,0.0671,0.0142,0.0093,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Creamy chicken,1.5287,0.1352,0.0313,0.0957,0.0069,0.0211,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Broccoli chicken ala king,1.1956,0.0797,0.0534,0.0757,0.0192,0.0249,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Ginger chicken,1.2917,0.0824,0.056,0.0824,0.0121,0.0195,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken sweet and sour,4.4509,0.0692,0.0267,0.4759,0.0058,0.0089,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken korma,1.4796,0.0983,0.0543,0.0967,0.0182,0.0332,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bengal fish curry (Bengali machli curry),1.0943,0.0726,0.0442,0.0703,0.0193,0.0239,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Fish finger,5.429,0.0566,0.0447,0.5582,0.0034,0.0017,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Fish in coconut milk (Nariyal ke doodh ke saath machli),0.8621,0.0866,0.0273,0.0443,0.0152,0.0155,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Prawn curry (with coconut) (Jhinga curry),1.0955,0.0854,0.031,0.0693,0.0156,0.0203,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,inferred_from_dish_name_keywords
Baked stuffed fish,1.2196,0.1614,0.0212,0.0543,0.0038,0.0035,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Fish pie,1.209,0.0925,0.0774,0.0577,0.0076,0.0113,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Crispy baked fish,1.384,0.1095,0.0959,0.0641,0.0121,0.0153,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Fish souffle,1.3971,0.1051,0.0514,0.0855,0.0019,0.0209,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Potato curry (Aloo ki sabzi),0.8956,0.0152,0.1042,0.0447,0.0242,0.0158,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Egg curry (Anda curry),1.1752,0.0538,0.0403,0.0881,0.0209,0.019,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable curry with coconut ,0.8307,0.0277,0.0719,0.0466,0.0335,0.0141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Curd with potatoes (Dahi aloo),0.599,0.0156,0.0715,0.0272,0.0119,0.0182,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato kofta curry (Aloo kofta curry),4.554,0.0056,0.0278,0.4908,0.0056,0.0063,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Yam kofta curry (Zimikand/Suran kofta curry),3.2288,0.0071,0.0375,0.3384,0.0104,0.0063,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Jackfruit kofta curry (Kathal ka kofta curry),3.2108,0.008,0.0317,0.3383,0.0096,0.024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach and potato (Palak aloo),0.5717,0.0163,0.0591,0.0282,0.0204,0.0093,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mooli bhujia,0.912,0.0169,0.0474,0.0725,0.0236,0.0107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bathua bhujia,0.909,0.0226,0.0363,0.0729,0.038,0.0108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),1.4248,0.0821,0.0609,0.0936,0.0184,0.0126,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),1.2463,0.0576,0.0703,0.0817,0.0235,0.0381,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dry arbi (Sookhi arbi),1.3495,0.0212,0.1111,0.0897,0.0247,0.0155,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Masala arbi,1.8538,0.0301,0.1616,0.119,0.031,0.0081,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peas brinjal bhartha (Matar baingan bhartha),0.8455,0.0205,0.0502,0.0605,0.0363,0.0157,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),1.1081,0.0183,0.045,0.0927,0.0357,0.0142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Crispy okra/Crispy lady's fingers (Karare bhindi),6.5776,0.0191,0.0435,0.704,0.0175,0.0026,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Beans foogath,1.0506,0.0203,0.0326,0.0922,0.0415,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stuffed bittergourd (wet) (Bharwa karele),1.6236,0.0136,0.0468,0.1524,0.0286,0.0195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Jackfruit/Kathal (dry),4.8897,0.0093,0.0456,0.5178,0.0133,0.0355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Yam fried (Zimikand/Suran fried),4.9176,0.0079,0.0547,0.5179,0.0144,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",0.9567,0.0275,0.0823,0.0554,0.0326,0.0147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable jalfrezi,0.6848,0.014,0.0543,0.0438,0.0297,0.0179,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetables stir fry ,0.3078,0.0104,0.0319,0.0147,0.0137,0.0086,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Broccoli delight,0.407,0.0249,0.0234,0.0248,0.0283,0.0108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dhansak (vegetarian),0.828,0.0332,0.0728,0.0418,0.0417,0.0091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cauliflower basket,0.9095,0.0521,0.0397,0.0588,0.024,0.0147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stuffed bottle gourd (Stuffed ghiya/lauki),0.9319,0.0584,0.0436,0.058,0.0118,0.0152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Ducheese potato,1.4054,0.036,0.1094,0.0901,0.0129,0.0029,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Roast potatoes ,0.8732,0.0153,0.1452,0.0235,0.0171,0.0033,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stuffed baked potatoes ,1.002,0.0382,0.1103,0.0439,0.0131,0.004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato nests,1.1162,0.0571,0.1105,0.0477,0.0249,0.0141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Parsley potato,1.1951,0.0149,0.1381,0.0628,0.0159,0.0034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Creamed spinach and mushroom,4.1962,0.0228,0.0317,0.4414,0.0102,0.0117,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fricassee of Mushroom,1.0666,0.0365,0.0813,0.0663,0.0123,0.0251,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cauliflower au gratin,1.459,0.0445,0.0913,0.102,0.0144,0.0301,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable and cheese pie,1.2688,0.0403,0.0876,0.0828,0.0191,0.0269,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach souffle ,1.5018,0.0736,0.0627,0.1052,0.0144,0.0089,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Beetroot and egg salad (Chukandar aur ande ka salad),0.8492,0.0336,0.034,0.0645,0.0055,0.0197,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sour cream potato salad,1.219,0.0289,0.0905,0.0813,0.0121,0.0084,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Tossed green salad,0.4988,0.0133,0.0382,0.0324,0.0133,0.019,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spring basket salad,1.6046,0.0336,0.1161,0.113,0.0309,0.0146,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cucumber and yogurt salad (Kheere aur dahi ka salad),0.3613,0.0209,0.0472,0.0093,0.0166,0.0228,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken and tomato towers,1.0055,0.069,0.0236,0.0699,0.0114,0.0121,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Jellied sunshine fruit salad,0.4886,0.0585,0.0421,0.0085,0.018,0.0286,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Tomato aspic,0.5037,0.0687,0.0502,0.0026,0.0158,0.0321,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Frozen frosty fruit salad (Phalon ka salaad),1.0351,0.0168,0.1561,0.0417,0.0026,0.1438,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
French dressing,7.3377,0.0032,0.0368,0.7965,0.0022,0.0301,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mayonnaise without eggs,3.2905,0.0213,0.0398,0.3384,0.0004,0.0368,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Curd dressing ,0.788,0.0559,0.0803,0.029,0.0022,0.0757,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Carrot raita (Gajar ka raita),0.6478,0.0414,0.0719,0.0219,0.0169,0.0599,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pumpkin raita (Kaddu ka raita),0.556,0.0374,0.0602,0.0188,0.0104,0.0548,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mint and peanut raita (Pudinay aur moongfali ka raita),1.1205,0.0705,0.0731,0.0619,0.0179,0.0617,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach raita (Palak ka raita),0.5275,0.0395,0.0506,0.0186,0.0139,0.0397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bathua raita,0.544,0.0413,0.0531,0.0176,0.0219,0.0411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pineapple raita (Ananas ka raita),0.6774,0.039,0.0862,0.0202,0.0139,0.0812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Banana raita (Kele ka raita),0.8903,0.0413,0.1351,0.0207,0.01,0.1011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mango raita (Aam ka raita),0.6737,0.039,0.0823,0.0214,0.0089,0.0787,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Guava raita (Amarood ka raita),0.6436,0.0419,0.0727,0.0207,0.03,0.0671,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Grapes raita (Angoor ka raita),0.7259,0.0398,0.0966,0.0207,0.0071,0.0851,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bottle gourd kheer (Ghiya/Lauki kheer),0.8407,0.027,0.1,0.0386,0.0055,0.0963,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pumpkin kheer (Kaddu ki kheer),0.8635,0.0276,0.1044,0.0386,0.0063,0.1012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Apple kheer (Seb ki kheer),0.813,0.0214,0.1134,0.0318,0.0051,0.1071,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Caramel custard (baked),1.227,0.0511,0.1495,0.0501,0,0.1492,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vanilla ice cream without egg,2.2867,0.0269,0.1421,0.1815,0,0.1345,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vanilla ice cream with egg,2.1485,0.0416,0.1171,0.1702,0,0.1169,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Strawberry ice cream,2.1561,0.0415,0.1226,0.1696,0,0.116,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocochip ice cream,2.4145,0.0423,0.1675,0.1793,0,0.1608,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Choconut ice cream,2.7396,0.0504,0.2313,0.1849,0.0051,0.2102,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pear chocholate sunday,1.8349,0.0208,0.1502,0.1311,0.0007,0.1441,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate sauce,2.632,0.0191,0.4321,0.1039,0,0.4206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Coffee ice cream,1.5062,0.0315,0.1409,0.0943,0,0.1335,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Coffee pear alaska,2.0399,0.0288,0.1936,0.1322,0.0015,0.1688,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Crunchy butterscotch,2.7732,0.0311,0.1992,0.2099,0.0047,0.1773,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peach melba ice cream,2.0085,0.0206,0.1631,0.1451,0.0006,0.1335,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vanilla ice cream with apples in hot cherry sauce,1.9632,0.0173,0.2275,0.1145,0.0026,0.1419,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Grape and orange whip,0.5739,0.0141,0.0672,0.0262,0.0097,0.0566,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Honey banana cream,1.2549,0.0278,0.1364,0.0668,0.007,0.1051,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Raspberry bavarian cream,1.501,0.0334,0.1782,0.0788,0.0219,0.153,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fruit delight,1.0709,0.0209,0.0911,0.0709,0.0009,0.0903,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Creamy chocolate mousse,2.3052,0.0685,0.0953,0.1816,0,0.0899,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cold lemon souffle,1.6987,0.0589,0.1562,0.0978,0,0.1388,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cold orange souffle,1.7319,0.0594,0.1627,0.0982,0.0011,0.1442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cold pineapple souffle,1.8122,0.0623,0.1685,0.1039,0,0.1499,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cold vanilla souffle,1.7954,0.0622,0.1629,0.1032,0,0.1449,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cold chocolate souffle,1.8753,0.0637,0.1722,0.1086,0,0.1531,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stewed fruit (with pear),0.7432,0.0025,0.1822,0.0032,0.0284,0.1767,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Apricot fool,2.4079,0.0154,0.3364,0.1135,0.01,0.2129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pavlova,2.006,0.0184,0.2184,0.1229,0.0006,0.2037,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Apple crumb pudding,2.2085,0.0154,0.3517,0.0887,0.0133,0.2769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Steamed cake with chocolate sauce,3.0191,0.0449,0.2906,0.1901,0.0029,0.1972,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hot lemon souffle,1.5525,0.0529,0.1631,0.0793,0.0014,0.1207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gulab jamun with milk powder,4.7115,0.0085,0.2824,0.4015,0.0005,0.2704,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chum chum,1.3005,0.0152,0.2827,0.0192,0.0002,0.2784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dil bahar,1.3005,0.0152,0.2827,0.0192,0.0002,0.2784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rasbhari,1.3005,0.0152,0.2827,0.0192,0.0002,0.2784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
