food_name,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Dry arbi (Sookhi arbi),134.95,2.12,11.11,8.97,2.47,1.55,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Masala arbi,185.38,3.01,16.16,11.9,3.1,0.81,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Peas brinjal bhartha (Matar baingan bhartha),84.55,2.05,5.02,6.05,3.63,1.57,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),110.81,1.83,4.5,9.27,3.57,1.42,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Crispy okra/Crispy lady's fingers (Karare bhindi),657.76,1.91,4.35,70.4,1.75,0.26,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Beans foogath,105.06,2.03,3.26,9.22,4.15,1.7,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Stuffed bittergourd (wet) (Bharwa karele),162.36,1.36,4.68,15.24,2.86,1.95,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jackfruit/Kathal (dry),488.97,0.93,4.56,51.78,1.33,3.55,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Yam fried (Zimikand/Suran fried),491.76,0.79,5.47,51.79,1.44,0.8,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",95.67,2.75,8.23,5.54,3.26,1.47,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable jalfrezi,68.48,1.4,5.43,4.38,2.97,1.79,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetables stir fry ,30.78,1.04,3.19,1.47,1.37,0.86,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Broccoli delight,40.7,2.49,2.34,2.48,2.83,1.08,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dhansak (vegetarian),82.8,3.32,7.28,4.18,4.17,0.91,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cauliflower basket,90.95,5.21,3.97,5.88,2.4,1.47,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Stuffed bottle gourd (Stuffed ghiya/lauki),93.19,5.84,4.36,5.8,1.18,1.52,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Ducheese potato,140.54,3.6,10.94,9.01,1.29,0.29,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Roast potatoes ,87.32,1.53,14.52,2.35,1.71,0.33,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Stuffed baked potatoes ,100.2,3.82,11.03,4.39,1.31,0.4,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Potato nests,111.62,5.71,11.05,4.77,2.49,1.41,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Parsley potato,119.51,1.49,13.81,6.28,1.59,0.34,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Creamed spinach and mushroom,419.62,2.28,3.17,44.14,1.02,1.17,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fricassee of Mushroom,106.66,3.65,8.13,6.63,1.23,2.51,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cauliflower au gratin,145.9,4.45,9.13,10.2,1.44,3.01,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable and cheese pie,126.88,4.03,8.76,8.28,1.91,2.69,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach souffle ,150.18,7.36,6.27,10.52,1.44,0.89,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Beetroot and egg salad (Chukandar aur ande ka salad),84.92,3.36,3.4,6.45,0.55,1.97,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Sour cream potato salad,121.9,2.89,9.05,8.13,1.21,0.84,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tossed green salad,49.88,1.33,3.82,3.24,1.33,1.9,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spring basket salad,160.46,3.36,11.61,11.3,3.09,1.46,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cucumber and yogurt salad (Kheere aur dahi ka salad),36.13,2.09,4.72,0.93,1.66,2.28,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken and tomato towers,100.55,6.9,2.36,6.99,1.14,1.21,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jellied sunshine fruit salad,48.86,5.85,4.21,0.85,1.8,2.86,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato aspic,50.37,6.87,5.02,0.26,1.58,3.21,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Frozen frosty fruit salad (Phalon ka salaad),103.51,1.68,15.61,4.17,0.26,14.38,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
French dressing,733.77,0.32,3.68,79.65,0.22,3.01,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mayonnaise without eggs,329.05,2.13,3.98,33.84,0.04,3.68,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Curd dressing ,78.8,5.59,8.03,2.9,0.22,7.57,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Carrot raita (Gajar ka raita),64.78,4.14,7.19,2.19,1.69,5.99,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pumpkin raita (Kaddu ka raita),55.6,3.74,6.02,1.88,1.04,5.48,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mint and peanut raita (Pudinay aur moongfali ka raita),112.05,7.05,7.31,6.19,1.79,6.17,True,True,True,True,True,False,True,True,True,True,inferred_from_dish_name_keywords
Spinach raita (Palak ka raita),52.75,3.95,5.06,1.86,1.39,3.97,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bathua raita,54.4,4.13,5.31,1.76,2.19,4.11,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pineapple raita (Ananas ka raita),67.74,3.9,8.62,2.02,1.39,8.12,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Banana raita (Kele ka raita),89.03,4.13,13.51,2.07,1.0,10.11,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mango raita (Aam ka raita),67.37,3.9,8.23,2.14,0.89,7.87,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Guava raita (Amarood ka raita),64.36,4.19,7.27,2.07,3.0,6.71,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Grapes raita (Angoor ka raita),72.59,3.98,9.66,2.07,0.71,8.51,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bottle gourd kheer (Ghiya/Lauki kheer),84.07,2.7,10.0,3.86,0.55,9.63,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pumpkin kheer (Kaddu ki kheer),86.35,2.76,10.44,3.86,0.63,10.12,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple kheer (Seb ki kheer),81.3,2.14,11.34,3.18,0.51,10.71,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Caramel custard (baked),122.7,5.11,14.95,5.01,0.0,14.92,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vanilla ice cream without egg,228.67,2.69,14.21,18.15,0.0,13.45,True,False,True,False,False,True,True,True,True,True,inferred_from_dish_name_keywords
Vanilla ice cream with egg,214.85,4.16,11.71,17.02,0.0,11.69,True,False,True,False,False,True,True,True,True,True,inferred_from_dish_name_keywords
Strawberry ice cream,215.61,4.15,12.26,16.96,0.0,11.6,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocochip ice cream,241.45,4.23,16.75,17.93,0.0,16.08,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Choconut ice cream,273.96,5.04,23.13,18.49,0.51,21.02,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pear chocholate sunday,183.49,2.08,15.02,13.11,0.07,14.41,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate sauce,263.2,1.91,43.21,10.39,0.0,42.06,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coffee ice cream,150.62,3.15,14.09,9.43,0.0,13.35,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coffee pear alaska,203.99,2.88,19.36,13.22,0.15,16.88,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Crunchy butterscotch,277.32,3.11,19.92,20.99,0.47,17.73,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Peach melba ice cream,200.85,2.06,16.31,14.51,0.06,13.35,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vanilla ice cream with apples in hot cherry sauce,196.32,1.73,22.75,11.45,0.26,14.19,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Grape and orange whip,57.39,1.41,6.72,2.62,0.97,5.66,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Honey banana cream,125.49,2.78,13.64,6.68,0.7,10.51,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Raspberry bavarian cream,150.1,3.34,17.82,7.88,2.19,15.3,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fruit delight,107.09,2.09,9.11,7.09,0.09,9.03,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Creamy chocolate mousse,230.52,6.85,9.53,18.16,0.0,8.99,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cold lemon souffle,169.87,5.89,15.62,9.78,0.0,13.88,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cold orange souffle,173.19,5.94,16.27,9.82,0.11,14.42,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cold pineapple souffle,181.22,6.23,16.85,10.39,0.0,14.99,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cold vanilla souffle,179.54,6.22,16.29,10.32,0.0,14.49,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cold chocolate souffle,187.53,6.37,17.22,10.86,0.0,15.31,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Stewed fruit (with pear),74.32,0.25,18.22,0.32,2.84,17.67,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apricot fool,240.79,1.54,33.64,11.35,1.0,21.29,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pavlova,200.6,1.84,21.84,12.29,0.06,20.37,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple crumb pudding,220.85,1.54,35.17,8.87,1.33,27.69,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Steamed cake with chocolate sauce,301.91,4.49,29.06,19.01,0.29,19.72,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Hot lemon souffle,155.25,5.29,16.31,7.93,0.14,12.07,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gulab jamun with milk powder,471.15,0.85,28.24,40.15,0.05,27.04,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chum chum,130.05,1.52,28.27,1.92,0.02,27.84,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dil bahar,130.05,1.52,28.27,1.92,0.02,27.84,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rasbhari,130.05,1.52,28.27,1.92,0.02,27.84,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rajbogh,133.7,1.71,28.16,2.28,0.11,27.66,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rasgulla,118.64,1.38,25.79,1.75,0.01,25.4,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rasmalai,135.55,1.61,29.17,2.11,0.07,28.71,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Khoa coconut burfi,411.45,9.98,36.55,26.01,4.07,35.6,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Danedar burfi,102.68,3.24,12.33,4.72,0.09,11.98,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Semolina burfi (Suji/Rava burfi),348.67,3.47,47.1,16.86,2.8,28.67,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,1.75,17.02,12.66,4.29,16.11,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Khoa ladoo,396.02,12.21,34.43,24.09,3.08,33.37,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Wheat and gram flour ladoo (Atta besan ladoo),501.7,9.38,50.5,29.86,6.01,18.46,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,5.44,48.02,25.45,4.27,19.79,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,8.5,50.49,4.66,5.54,36.48,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Murmura chikki,253.82,2.12,59.59,0.32,0.37,48.27,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,2.05,6.48,57.61,1.44,1.58,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,2.22,5.55,71.01,1.34,0.27,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken pakora/pakoda,590.09,6.03,4.55,60.98,0.96,0.22,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fish pakora/pakoda,577.03,5.97,4.55,59.52,0.96,0.22,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Paneer cutlet,672.2,4.59,7.62,69.38,0.39,2.52,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,0.56,11.23,56.97,0.54,0.1,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Poshtik cutlet,496.45,2.0,7.39,50.94,1.35,0.32,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Egg cutlet (Anda cutlet),575.02,2.45,5.77,60.25,0.58,0.2,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Minced meat cutlet,531.86,5.1,5.61,54.47,0.4,0.31,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable samosa,443.11,2.21,13.22,42.22,1.52,0.74,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,4.39,9.7,76.32,2.27,0.16,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Masala urad dal vada,703.78,4.32,9.93,71.62,2.71,0.7,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Khaman (dhokla),54.73,1.92,5.36,2.8,1.49,1.36,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Instant dhokla,207.11,7.66,24.11,9.37,3.57,6.86,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,1.05,9.11,0.32,2.14,6.31,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,1.53,8.22,0.36,2.63,5.48,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coriander chutney (Hare dhaniye ki chutney),42.86,1.38,8.16,0.37,2.47,5.5,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Gooseberry chutney (Amla chutney),43.02,1.44,8.83,0.62,4.58,0.06,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Walnut chutney (Akhrot ki chutney),370.43,9.44,8.91,33.46,3.04,4.4,True,True,True,True,True,True,False,True,True,True,inferred_from_dish_name_keywords
Saunth/Sonth chutney with ginger,84.22,0.28,20.62,0.11,0.31,19.04,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gun powder chutney,312.34,21.55,47.65,2.67,13.95,1.16,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.36,12.88,36.72,15.88,13.16,10.41,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Curd mint dip ,76.13,4.82,9.11,2.44,0.77,7.83,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Curd vegetable dip,56.21,3.88,6.04,1.94,0.63,5.42,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mayonnaise vegetable dip,241.27,3.01,4.8,23.44,0.41,4.39,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,4.03,20.51,6.31,2.1,1.79,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato sandwich (grilled),189.92,6.26,21.29,9.39,1.91,2.58,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
French sandwich (toasted),186.75,6.82,14.82,11.51,1.37,1.82,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Peanut butter cucumber sandwich,243.33,9.04,29.76,10.56,3.35,2.91,True,False,True,False,True,False,True,True,True,True,inferred_from_dish_name_keywords
Mint and peanut sandwich,273.59,7.18,31.83,13.88,3.67,2.78,True,True,True,True,True,False,True,True,True,True,inferred_from_dish_name_keywords
Spicy chutney sandwich,249.58,8.74,34.03,9.58,3.73,3.96,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,12.58,22.62,16.77,1.53,1.77,False,False,True,True,True,True,False,True,True,True,inferred_from_dish_name_keywords
Rolled sandwich,293.07,6.45,34.69,15.29,2.07,2.7,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Ribbon sandwich,239.26,6.26,24.76,13.37,2.92,4.66,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Checker board sandwich,348.37,7.37,25.94,24.65,2.22,2.9,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Submarine sandwich,216.92,6.09,13.6,15.32,1.24,2.5,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cheese open sandwich,274.07,9.84,28.42,14.24,1.74,3.24,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sunset and sunrise open sandwich,241.31,8.58,18.89,15.14,1.39,1.95,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Danish luncheon sandwich,193.82,9.03,17.77,10.1,1.52,1.13,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken and corn open sandwich,188.16,8.63,19.21,8.83,1.67,2.48,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate sponge cake,239.86,9.13,39.54,5.51,0.52,25.0,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate swiss roll,306.08,6.01,26.97,19.76,0.29,18.83,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon curd filling,225.62,3.43,26.41,12.58,0.0,26.13,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jam filling,184.62,0.0,46.15,0.0,0.0,41.54,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate pastry,243.37,7.05,32.24,10.12,0.32,22.34,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Assorted pastry,230.74,6.78,31.99,8.91,0.43,19.7,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Orange gateau,178.05,4.78,27.01,6.02,0.68,18.33,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Black forest gateau,217.82,5.94,30.57,8.58,0.28,21.97,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon cake,373.85,5.29,43.1,20.63,0.62,25.84,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dundee cake,396.62,7.78,41.4,22.7,1.81,21.3,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Victorian sandwich cake,373.09,5.18,44.74,19.83,0.59,28.18,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate eggless cake,312.01,6.66,43.45,13.19,0.32,34.2,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Orange eggless cake,355.62,7.16,52.65,13.82,0.56,37.87,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate glace icing,436.29,3.22,62.43,20.8,0.0,59.88,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Butter icing,500.72,0.19,71.64,25.37,0.0,71.64,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate butter icing,469.59,3.21,61.72,24.77,0.0,59.82,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Almond biscuit (Badam ke biscuit),407.74,6.25,52.14,19.7,1.5,22.19,True,True,True,True,True,True,False,True,True,True,inferred_from_dish_name_keywords
Orange biscuit,354.78,3.63,62.11,11.01,0.75,42.63,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gingerman biscuit,357.43,6.26,55.24,12.73,2.0,21.64,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coffee drops,443.07,7.57,43.06,27.16,1.88,18.27,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Christmas biscuit,406.07,5.67,60.97,15.88,2.17,26.01,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Christmas wreath biscuit,386.05,5.43,58.07,15.01,2.28,24.89,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Christmas bell biscuit,404.85,5.66,60.79,15.84,2.33,25.94,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Christmas star biscuit,392.03,3.54,74.54,10.04,1.47,53.05,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Christmas tree biscuit,385.63,5.43,58.41,15.0,2.65,24.77,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate cream shells,427.17,5.1,59.26,19.34,0.9,34.72,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jelly biscuit,404.61,4.23,55.24,19.33,2.02,29.76,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cherry and walnut cookies,422.6,5.63,59.35,18.75,1.3,30.37,True,True,True,True,True,True,False,True,True,True,inferred_from_dish_name_keywords
Cheese straws,382.0,9.83,30.61,24.28,1.29,1.79,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Butterfly biscuit,341.45,9.98,25.33,22.11,1.02,2.44,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Flan pastry,445.8,6.72,47.84,25.04,1.58,6.22,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fruit flan,261.35,3.3,34.71,12.48,0.71,9.52,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Orange cream flan,280.28,4.73,36.16,13.59,0.63,25.27,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fruit puree tart,286.5,3.35,30.42,16.83,1.31,9.79,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple banana pie,243.99,3.13,32.12,11.39,1.89,12.96,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon chiffon pie,259.31,4.88,27.63,14.52,0.66,11.39,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Orange chiffon pie,207.57,3.89,23.14,11.16,0.7,10.46,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cream buns,215.74,4.45,14.16,15.81,0.31,5.95,True,False,False,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Savoury puffs,190.79,9.51,10.8,15.24,0.33,4.51,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Choux swans,216.34,4.35,14.92,15.6,0.35,6.13,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Potato aigrettes,530.03,2.35,8.01,54.24,0.45,0.73,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cream horns,408.23,3.42,23.12,33.55,0.6,7.12,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Savoury cheese horns,295.15,5.66,21.38,20.71,0.73,2.74,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Paneer patties,338.58,7.6,22.79,23.96,1.18,4.04,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable patties ,261.92,4.01,20.98,17.74,2.62,1.49,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pearl millet infant food (Bajra shishu aahaar),362.44,11.98,62.1,6.62,7.84,26.06,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sajina,345.26,10.81,66.87,3.03,7.62,25.89,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cereal mix ,120.81,3.32,21.84,2.02,2.03,10.68,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pulse mix,83.29,3.16,16.0,0.54,2.25,6.59,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Shishu ahar,93.37,2.61,17.42,1.43,1.02,6.61,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cereal pulse mix with amylase rice flour,151.57,4.27,27.8,2.74,3.47,8.84,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Banana groundnut paste/puree,213.19,4.27,36.15,5.45,1.7,31.67,True,True,True,True,True,False,True,True,True,True,inferred_from_dish_name_keywords
Rice dal porridge (Chawal dal ki khichdi/khichri),383.33,10.8,65.04,8.33,4.51,26.54,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lentils and semolina porridge (Dal suji porridge/daliya),117.29,3.26,23.19,1.06,1.44,13.84,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach khichri (Palak khichri/khichdi),102.18,3.43,17.35,1.91,1.56,0.21,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable mix,174.21,4.7,36.02,0.94,1.93,27.36,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
