food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method,calories_per_g_original
Vegetable seekh kebab,6.9104,0.0157,0.0532,0.7372,0.0059,0.0074,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.9073
Masala vada,8.2535,0.0169,0.0406,0.8915,0.0107,0.0024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,8.2602
Peanut sago vada (Sabudana mungfali vada),7.5098,0.0101,0.0714,0.7982,0.0062,0.0019,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.4989
Vegeterian scotch egg,6.8213,0.0216,0.0464,0.7277,0.0058,0.0023,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.8167
Paneer shaslik/tikka,0.9277,0.0511,0.0798,0.0449,0.0123,0.0461,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9385
Peanut brittle (Moongfali ki chikki),3.1777,0.0694,0.4746,0.1113,0.0263,0.4392,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.2046
Spring roll,6.2315,0.0181,0.0856,0.6463,0.0067,0.006,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.2387
Dry mango chutney (Sookhe aam ki chutney),2.927,0.0243,0.6917,0.007,0.0374,0.6186,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.9813
Peanut chutney (Mungfali ki chutney),2.5822,0.118,0.0987,0.1906,0.0573,0.0276,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5837
Coconut chutney (Nariyal ki chutney),2.7252,0.0359,0.0829,0.25,0.0673,0.0379,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.6592
Mint and coriander chutney (Pudinay aur dhaniye ki chutney),1.0055,0.0281,0.2118,0.0051,0.0433,0.1588,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.026
Custard tart,2.2609,0.0372,0.2866,0.1073,0.0091,0.0931,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.256
Lemon tart,3.0425,0.0612,0.3068,0.1745,0.0081,0.1068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.0335
Jam tart,3.5855,0.0442,0.4618,0.1735,0.0114,0.1474,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.6072
Orange cream tart,1.9852,0.0258,0.2743,0.0872,0.0064,0.1008,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9716
Pineapple tart,1.9753,0.0229,0.2862,0.0821,0.0087,0.1109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.954
Cheese and mushroom tart,2.4528,0.0551,0.2143,0.1528,0.0118,0.0316,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.461
Cottage cheese pie,2.3691,0.0745,0.2066,0.1383,0.0221,0.0362,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.3898
Minced meat pie,2.1932,0.0738,0.1811,0.1304,0.0233,0.0142,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2155
Apple cinnamon pie,2.5801,0.0335,0.3368,0.1221,0.0177,0.1195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5873
Lemon meringue pie,2.294,0.0388,0.3511,0.0816,0.0044,0.2117,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2443
Chocolate meringue pie,2.1765,0.0498,0.288,0.0917,0.0037,0.1503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1476
Cream puffs,2.2212,0.047,0.16,0.1548,0.0038,0.0594,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2133
Chocolate eclairs,2.4334,0.0424,0.2622,0.135,0.0033,0.1734,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.3942
Cheese balls,6.8121,0.0221,0.0481,0.7257,0.0018,0.0063,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.8128
Minced meat patties,2.6465,0.0688,0.1525,0.1957,0.0077,0.0088,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.6572
Cheese patties,3.2247,0.0738,0.2223,0.2267,0.0124,0.0393,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.2401
Hot cheese souffle,1.7743,0.0918,0.0541,0.1323,0.0012,0.0291,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.771
Hot potato souffle,1.2504,0.0551,0.0856,0.0764,0.0066,0.0178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2564
Hot fish souffle,1.4284,0.1123,0.0369,0.0924,0.001,0.0168,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.4292
Hot spinach souffle,1.0364,0.0543,0.0419,0.0724,0.0099,0.0164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0425
Plain cream cake,3.5897,0.0618,0.4718,0.1617,0.0071,0.2774,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.5394
Apple cake (Seb ka cake),2.9351,0.0494,0.3948,0.1287,0.0122,0.2352,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.9008
Marble cake,3.5915,0.063,0.4688,0.1627,0.0071,0.2756,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.5411
Chocolate cake,3.4122,0.0601,0.4514,0.1518,0.0064,0.2758,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3561
Orange cake,3.6341,0.061,0.4828,0.1621,0.0083,0.2838,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.5761
Fruit Loaf ,3.2719,0.0536,0.4649,0.1331,0.0087,0.2454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.2419
Banana cake (Kele ka cake),3.9287,0.0577,0.4,0.2331,0.0114,0.2304,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.8951
Chocolate chiffon cake,3.1672,0.0576,0.3787,0.158,0.007,0.2425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.1171
Christmas cake,3.6704,0.0549,0.4829,0.1688,0.0149,0.2745,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7295
Strawberry and vanilla cake with butter icing,3.7607,0.0389,0.4425,0.2039,0.0079,0.3243,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7054
Eggless cake,3.2279,0.0812,0.4614,0.1175,0.0068,0.277,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.1808
Swiss roll,2.5649,0.073,0.4834,0.0377,0.0055,0.3296,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5187
Pineapple pastry ,2.1123,0.0606,0.2904,0.0787,0.0072,0.1883,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0821
Black forest pastry,2.3842,0.0609,0.3448,0.0846,0.0054,0.2135,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.3355
Coconut finger,2.7834,0.0709,0.4256,0.0886,0.0187,0.2855,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7486
Pineapple cake ,1.9814,0.0501,0.2351,0.0934,0.0076,0.1616,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9557
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),4.2722,0.0656,0.471,0.2362,0.0154,0.2258,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.248
Chocolate chip cookies,4.295,0.0579,0.5798,0.1938,0.0105,0.3029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.2529
Sweet plain biscuit,3.8363,0.0586,0.5029,0.1767,0.0107,0.2177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.8076
Chocolate biscuit,3.8357,0.0588,0.5156,0.1709,0.0101,0.2416,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7976
Coconut biscuit (Nariyal ke biscuit),4.3916,0.0578,0.429,0.2716,0.0364,0.2076,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.3498
Sweet and salty biscuit (Meethay aur namkeen biscuit),4.0647,0.0615,0.4509,0.2239,0.0168,0.0722,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0796
Peanut biscuit,4.0437,0.0845,0.4672,0.2041,0.0248,0.2126,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0105
Pin wheel biscuit,4.0778,0.054,0.5456,0.1866,0.0116,0.2325,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.046
Saffron biscuit (Kesar biscuit),4.6109,0.0605,0.597,0.2201,0.019,0.2242,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.5861
Masala biscuit,3.9171,0.0606,0.4518,0.2075,0.0214,0.0682,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.9364
Ice box cookies,3.7712,0.057,0.5609,0.1444,0.0128,0.2669,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7424
Ginger bread man,3.6657,0.0661,0.6026,0.1101,0.016,0.2912,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.65
Danish cookies,4.776,0.0533,0.58,0.2492,0.0137,0.2173,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.7533
Short bread cookies,4.4522,0.0603,0.6482,0.1798,0.0157,0.2331,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.4309
Coffee biscuit,4.208,0.069,0.4655,0.23,0.0159,0.2169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.1657
Melting moments,4.4222,0.0571,0.5584,0.2178,0.0188,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.3791
Ginger biscuit (Adarak ke biscuit),4.2247,0.0598,0.5844,0.1831,0.0149,0.2706,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.1791
Soyabean muthias,8.3869,0.0246,0.037,0.9045,0.0147,0.0017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,8.3933
Soyabean tikki,6.9786,0.0353,0.0439,0.7402,0.022,0.0035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,6.9817
Soyabean namak paras,8.3767,0.0265,0.0465,0.8983,0.0141,0.0022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,8.3846
Peanut burfi (Moongfali ki burfi),5.6136,0.0931,0.4814,0.3684,0.0409,0.4308,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.5099
Spinach peanut namak paras (Palak moongfali namak paras),7.3967,0.0165,0.0662,0.7851,0.0081,0.0028,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.4016
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),7.592,0.0208,0.0763,0.8004,0.0139,0.0025,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.5889
Rice moong dal cheela (Chawal aur moong dal ka cheela),7.9744,0.0274,0.1113,0.8244,0.0118,0.0015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.9826
Split bengal gram sweet rice (Channa dal sweet rice),1.8664,0.0415,0.4107,0.0064,0.0223,0.1941,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9021
Sweet poori (Meethi poori),7.8219,0.0212,0.1426,0.7963,0.0154,0.0715,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.8275
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),4.4505,0.0984,0.6,0.1841,0.0602,0.3112,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.4108
Spinach burfi (Palak burfi),1.2317,0.0271,0.1276,0.0681,0.0117,0.1212,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2117
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),3.6005,0.0951,0.6266,0.0793,0.0816,0.2473,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.6659
Sprouted moong daliya ,1.1271,0.0281,0.1477,0.0471,0.0312,0.0167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1156
Sprouted moong poha ,1.9077,0.0559,0.266,0.0689,0.0313,0.0193,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.926
Pearl millet ladoo (Bajra ladoo),3.149,0.0961,0.5098,0.0806,0.06,0.2744,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.1966
Paushtik ladoo,4.9678,0.0765,0.6034,0.2498,0.0457,0.3812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.8587
Paushtik roti,1.4863,0.0717,0.2659,0.0151,0.0574,0.0203,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4926
Semolina carrot vada (Suji gajar vada),6.9895,0.0156,0.0652,0.7407,0.0107,0.0121,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.9953
Dhokla,2.2404,0.1345,0.3068,0.0528,0.0495,0.0478,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1649
Kashmiri tea (Kehwa),0.2619,0.0017,0.0523,0.0051,0.0016,0.0514,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.249
Steeped hot coffee,0.1657,0.0039,0.0301,0.0033,0,0.0296,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.1591
Hot chocolate,0.9129,0.0343,0.0902,0.0461,0,0.0886,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9001
Cold coffee (with cream),0.8525,0.0193,0.1198,0.0329,0,0.1191,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8276
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),0.7757,0.0201,0.1115,0.0277,0.0027,0.0994,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7645
Flavoured milkshake,0.6831,0.0206,0.0865,0.0283,0,0.0861,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6678
Jal jeera,0.309,0.0044,0.067,0.0026,0.0095,0.0571,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3024
Gingo,0.5078,0.0014,0.1242,0.0006,0.0017,0.1208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4802
Mintade,0.4266,0.0003,0.1059,0.0002,0.0003,0.1047,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4032
Canjee,0.065,0.0024,0.0044,0.0042,0.0036,0.0021,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.0661
Cauliflower canjee (Phoolgobhi ki canjee),0.0674,0.0039,0.0035,0.0042,0.0049,0.0009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.069
Potato canjee (Aloo canjee),0.1603,0.0044,0.0269,0.0039,0.0043,0.001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.1626
Vermicelli porridge (Semiya/Seviyan porridge),0.7906,0.025,0.1056,0.0298,0.0048,0.0704,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.784
Semolina upma (Suji/Rava upma),1.4585,0.033,0.1631,0.0749,0.0324,0.0131,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4789
Vermicelli upma (Semiya/Seviyan upma),1.4701,0.0311,0.1688,0.0745,0.0321,0.014,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4911
Rice upma,1.495,0.0263,0.1796,0.0746,0.0212,0.0113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5127
Bread upma,1.3135,0.028,0.126,0.0775,0.0196,0.0156,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2951
Vegetable upma,1.4443,0.0473,0.1646,0.0663,0.0419,0.0139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4647
Poha,2.9182,0.0609,0.3505,0.1414,0.0372,0.0087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.9453
Vegetable poha,1.7827,0.0489,0.2152,0.0807,0.0376,0.014,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8052
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),1.5155,0.0697,0.1942,0.0511,0.0425,0.0111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5489
Paneer stuffed cheela/chilla,2.0241,0.1144,0.1916,0.0889,0.0403,0.0381,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0519
Indian style egg bhujia (Anda bhujia (Indian style)),1.0262,0.061,0.0376,0.0702,0.0153,0.0195,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0283
French omelette/omlet,2.115,0.1003,0.0041,0.1886,0.0038,0.001,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1104
Puffy omelette/omlet,1.8716,0.0882,0.0008,0.1684,0,0.0008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8815
Orange omelette/omlet,1.94,0.0893,0.0168,0.1684,0,0.0168,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9466
Cheese and mushroom omelette/omlet,2.0586,0.0969,0.0168,0.1782,0.0093,0.0107,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0563
Spanish omelette/omlet,1.5636,0.0825,0.051,0.1144,0.0254,0.0103,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5745
Mixed stock,0.2495,0.0206,0.0033,0.0171,0.0015,0.002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2519
Meat stock,0.2442,0.021,0,0.0178,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2448
White stock,0.0692,0.0007,0.004,0.0056,0.0017,0.0024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.0699
Meat consomme (with mutton),1.846,0.1486,0.0051,0.1368,0.0071,0.0024,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2976
Consomme au julienne,1.5186,0.1249,0.0149,0.1066,0.0138,0.0083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2776
Consomme au vermicelli,1.8294,0.1523,0.013,0.1298,0.0081,0.0027,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2994
Green pea soup (Matar ka soup),1.7486,0.1106,0.0363,0.129,0.0249,0.0087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3981
Spinach soup (Palak ka soup),1.8262,0.1054,0.0303,0.1426,0.0198,0.0029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3259
Mixed vegetable soup,1.4962,0.0822,0.0295,0.1166,0.0164,0.0164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3571
Cheese soup,2.1067,0.1239,0.0187,0.1707,0.018,0.0084,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4113
Mulligatawny soup,1.9752,0.1126,0.0824,0.1328,0.026,0.0126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5442
Cream of carrot soup,1.6699,0.0827,0.0569,0.1235,0.0198,0.0177,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5977
Cream of broccoli soup,1.6551,0.0897,0.0372,0.1275,0.0189,0.0159,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5614
